Company,Sector,Price,Market Cap,Free Float Market Cap %,6m ADV,RoE %,RoCE %,EBIT Margin %,EPS,PAT %,Stock Return %
Adani Enterprises Ltd.,Conglomerate,78.65,1272.433905,0.25,2.938990226,0.078601192,0.091365028,0.137012735,507.5460481,0.030113555,-8.811594203
Lypsa Gems & Jewellery Ltd.,Diamond & Jewellery,63.25,19.59466016,0.6396,0.06669041,0.409073708,0.323799874,0.03919455,302.0557617,0.030226334,-57.95945497
Fedders Lloyd Corporation Ltd.,Cons. Durable,68.4,30.95980153,0.53,0.124818933,0.106593918,0.134048519,0.091659196,425.1254643,0.030428969,-32.00795229
Graphite India Ltd.,Cap. Goods,78.55,225.7539345,0.3479,0.030115473,0.030037168,0.059188413,0.054486821,75.77532165,0.030777636,-6.599286564
Speciality Restaurants Ltd.,Hospitality,72.7,50.21802729,0.488,0.027786995,0.030480426,0.037512639,0.013006881,59.61604152,0.031131004,-48.14550642
Usher Agro Ltd.,FMCG,12.05,6.746269451,0.6942,0.048249051,0.139863752,0.103149895,0.103609214,2598.848661,0.03114971,-73.04250559
Trident Ltd.,Textile ,58.8,440.7657885,0.3351,0.885718847,0.09855739,0.107302079,0.090391524,85.20012437,0.031272884,2.260869565
Jindal Poly Films Ltd.,Plastic Products,344.65,221.9915687,0.2545,0.287664518,0.136792926,0.113936707,0.058066353,328.250943,0.031590962,-31.97473601
Kirloskar Pneumatic Company Ltd.,Cap. Goods,725.1,137.0024757,0.3211,0.007091041,0.046825314,0.089194844,0.023184115,32.18619642,0.031635604,-6.829424992
PPAP Automotive Ltd.,Auto & Auto Anc.,164.95,33.9702837,0.367,0.06258794,0.052190535,0.089065682,0.06114216,93.75949657,0.031742177,1.414079311
Veritas (India) Ltd.,Cap. Goods,133.5,52.64982284,0.3953,0.000104791,0.079071037,0.072243765,0.037586184,285.4207408,0.03196172,0.30052592
Gujarat Ambuja Exports Ltd.,FMCG,91.15,185.5071086,0.2804,0.241570206,0.102272656,0.097010957,0.040354758,136.452992,0.031991467,90.09384776
Renaissance Jewellery Ltd.,Diamond & Jewellery,127.6,35.81253933,0.25,0.024917522,0.105734136,0.059310089,0.031088359,356.4233154,0.032010845,-24.16047548
Bimetal Bearings Ltd.,Auto & Auto Anc.,363.35,20.44444956,0.2512,0.005885495,0.037135509,0.044132236,0.01419472,77.73004944,0.032344374,-2.977303071
Emmbi Industries Ltd.,FMCG,136.45,35.50800961,0.4213,0.130296769,0.09817545,0.12268637,0.090337392,51.76916477,0.03247707,67.62899263
Alstom T&D India Ltd.,Cap. Goods,300.05,1130.137665,0.2498,0.25273212,0.094135658,0.156726086,0.06392021,32.83422998,0.032478872,-32.34498309
V2 Retail Ltd.,Retail,121.85,51.77929099,0.3853,0.204343569,0.036296417,0.083477467,0.087966622,57.61416539,0.032649278,82.54681648
Sanghi Industries Ltd.,Const. Materials,55.8,180.5652812,0.2502,0.202714905,0.031988204,0.038886061,0.054663449,51.62952666,0.032813087,-15.00380807
Sree Rayalaseema Alkalies & Allied Chemicals Ltd.,Chemicals,21,25.59789591,0.4759,0.056177047,0.090396247,0.126141377,0.092312585,303.4073592,0.03328359,1.694915254
Liberty Shoes Ltd.,FMCG,164.5,41.23388787,0.3826,0.098319699,0.123304397,0.117345561,0.059276464,127.4893963,0.033289686,-18.15920398
Ucal Fuel Systems Ltd.,Auto & Auto Anc.,174.9,56.8942751,0.2973,0.380804017,0.403553771,0.157714836,0.073812924,129.6672818,0.033291195,27.29257642
Transport Corporation Of India Ltd.,Logistics,153.15,172.5189112,0.3392,0.158828463,0.14510714,0.167895235,0.057857411,140.0842153,0.033375848,-16.08678976
SML Isuzu Ltd.,Auto,1184.55,252.1680998,0.5604,0.950633941,0.127426445,0.181398546,0.041401266,43.84162394,0.033386221,3.939806081
Tata Global Beverages Ltd.,Misc.,124.65,1157.256807,0.656,3.946628126,0.04719954,0.088133914,0.080284203,69.07186159,0.033485175,-14.18244406
TTK Healthcare Ltd.,Healthcare,900,102.8153038,0.3457,0.006460917,0.143874101,0.200832162,0.048473455,46.97030694,0.033545468,-11.62174105
Torrent Power Ltd.,Utilities,179.1,1266.232187,0.4643,1.293358587,0.054806179,0.105675467,0.132969889,82.31120727,0.033551419,-20.24048096
JSW Steel Ltd.,Metals & Mining,175.2,6229.729386,0.5852,14.63350068,0.079188005,0.103030117,0.10989077,85.03019428,0.033629964,65.56416556
Ador Welding Ltd.,Cap. Goods,299,59.81084338,0.4331,0.018654679,0.07008653,0.100399959,0.042454541,64.54682432,0.033673522,-5.199746354
Umang Dairies Ltd.,FMCG,77.7,25.14928737,0.2539,0.023925515,0.304629943,0.305200758,0.0548274,99.86147771,0.033685786,0.258064516
National Peroxide Ltd.,Chemicals,857.25,72.4715432,0.2948,0.019951827,0.03164925,0.08613444,0.07649032,27.14900102,0.033951198,46.47586502
GM Breweries Ltd.,Alcohol,479.25,103.0833776,0.2557,0.436885058,0.145825829,0.212549865,0.05746291,50.09157752,0.033987856,-43.82384659
IFB Industries Ltd.,Cons. Durable,477.65,284.6984695,0.2504,0.112294387,0.118446307,0.153292908,0.037043203,44.31003799,0.033999207,0.336099149
D-Link (India) Ltd.,IT,118.4,61.83839238,0.4898,0.158914685,0.185768635,0.272727033,0.050002867,103.6287747,0.034018718,-30.39388595
Steel Strips Wheels Ltd.,Auto & Auto Anc.,680.5,155.4951533,0.4099,0.208181868,0.102891743,0.083997673,0.060237091,74.13840725,0.034047055,59.98589397
Tata Chemicals Ltd.,Chemicals,507.8,1902.989549,0.6906,5.014423876,0.106859449,0.123681327,0.098487817,90.39955059,0.0345284,22.4942709
Sri Adhikari Brothers Television Network Ltd.,Media & Ent.,296.7,152.5159302,0.5423,0.178548622,0.046630669,0.110986784,0.158872113,16.32747848,0.034535371,21.32984379
Meghmani Organics Ltd.,Chemicals,42.05,157.3096787,0.4976,0.813315638,0.083859327,0.091556381,0.08893155,82.27130992,0.034654417,59.88593156
Jullundur Motor Agency (Delhi) Ltd.,Trading,179.65,157.5996593,0.6165,0.002031267,0.130969674,0.207675932,0.044208439,24.2080402,0.034677273,-12.36585366
Neuland Laboratories Ltd.,Healthcare,1012.2,132.2836342,0.4831,0.252997262,0.113328663,0.156940647,0.100821061,35.12932668,0.034796381,27.48110831
Kesar Petroproducts Ltd.,Chemicals,46.4,65.98462519,0.638,0.002302497,0.185897187,0.196427596,0.043069167,22.09169393,0.034986331,-19.30434783
Indian Hume Pipe Company Ltd.,Const. Materials,375.85,267.8562566,0.3008,0.204660429,0.130857475,0.195820644,0.096622173,37.70153861,0.035064291,78.39851908
Sangam (India) Ltd.,Textile ,264.35,153.2963863,0.5265,0.103043353,0.146914511,0.14452273,0.087399398,95.80525904,0.035168112,-14.50517464
Jaiprakash Power Ventures Ltd.,Utilities,4.15,179.3573458,0.364,0.128599995,0.022990506,0.064126976,0.546178375,230.8018097,0.035421297,-44.66666667
Lumax Auto Technologies Ltd.,Auto & Auto Anc.,440.2,88.27013904,0.4433,0.142220185,0.122833443,0.177746811,0.056797158,94.84148035,0.035584295,10.63081176
Ashoka Buildcon Ltd.,Infra.,155,426.7146962,0.4331,0.219306188,0.062303553,0.064641731,0.140291975,53.66773445,0.035636293,-18.1626188
ADF Foods Ltd.,FMCG,156.3,48.74651419,0.4765,0.252250319,0.048377525,0.041386953,0.020902825,41.80815867,0.03572126,68.06451613
Ramco Systems Ltd.,IT,372.55,165.1175277,0.4409,0.113858266,0.071521114,0.061749883,0.073952941,21.83208561,0.035757283,-51.7953031
Premier Explosives Ltd.,Chemicals,372.05,48.48238697,0.525,0.053746824,0.089812343,0.131436904,0.043168981,30.83420791,0.035787964,-24.97479331
Phoenix Mills Ltd.,Realty,366.1,824.3276241,0.3714,0.100256586,0.034961707,0.109069859,0.359427767,20.05663554,0.035921577,9.267273541
Coromandel International Ltd.,Agri Inputs,313.5,1344.946929,0.3792,1.0576148,0.18126217,0.186476188,0.06623753,84.06599366,0.035937073,68.77523553
Ansal Housing & Construction Ltd.,Realty,21.7,18.95664025,0.4237,0.011135849,0.06763946,0.139823514,0.089635895,421.5791017,0.035999745,-24.2582897
CHD Developers Ltd.,Realty,8.76,14.63766354,0.2968,0.002527379,0.081761065,0.106263495,0.124175334,170.5877618,0.036123257,-32.71889401
Ortel Communications Ltd.,Entertainment,139.6,62.35684651,0.4829,1.476287313,0.075860714,0.135975913,0.106413824,24.82311224,0.036178258,-26.13756614
DCM Shriram Ltd.,Conglomerate,239.45,572.0880012,0.3612,0.36399166,0.115779735,0.124032902,0.05095599,98.57189782,0.036393589,64.23182442
Man Industries (India) Ltd.,Iron & Steel,46.4,38.97590115,0.4634,0.128021297,0.086886529,0.088674154,0.05258006,349.9661739,0.036406965,-50.13433638
Gujarat Borosil Ltd.,Const. Materials,86.2,86.48847155,0.2505,0.045294032,0.042741225,0.062107022,0.063454754,17.56580932,0.036465601,-4.008908686
Goodricke Group Ltd.,Agri,224,71.17387115,0.26,0.060230682,0.106134249,0.148640276,0.036663845,84.54117168,0.036662043,9.535452323
Subex Ltd.,IT,9.6,71.5845273,0.9981,0.714328384,0.069356754,0.087465931,0.224552994,50.26688218,0.036878208,-25.86872587
Kirloskar Ferrous Industries Ltd.,Iron & Steel,73.3,148.0535722,0.4046,0.137036389,0.114377105,0.168497625,0.072180916,92.20259699,0.036927904,26.37931034
Ganesha Ecosphere Ltd.,Textile ,181.1,51.08755889,0.5465,0.052093301,0.152595248,0.126688917,0.070584447,121.9960338,0.0370639,8.573141487
Ruchira Papers Ltd.,Paper,112.3,37.03984043,0.4002,0.123546481,0.127916481,0.169553539,0.085401169,93.56428183,0.037136362,73.30246914
Setco Automotive Ltd.,Auto & Auto Anc.,36.9,72.51717047,0.3646,0.08144934,0.104805664,0.115050697,0.086972952,76.0517979,0.037225335,-9.336609337
Bhartiya International Ltd.,FMCG,494.5,85.39346079,0.5164,0.092348415,0.125357075,0.131267297,0.077673641,65.35953442,0.037446628,-8.451356105
JK Cement Ltd.,Cement,716.55,736.8906552,0.3298,0.209551275,0.076690708,0.075734263,0.087098578,46.12149952,0.037944476,23.54310345
Eveready Industries (India) Ltd.,Cons. Durable,222.05,237.4257977,0.5599,0.302065956,0.079765675,0.114838276,0.071873668,53.86610943,0.037985163,-29.08016608
EIH Ltd.,Hotels; Hospitals; Hospitality,96.6,812.2036569,0.6475,0.093726041,0.024328283,0.064300158,0.097304876,20.54007004,0.038099303,-26.00536193
WPIL Ltd.,Cap. Goods,334.85,48.1098349,0.3893,0.013360073,0.095778562,0.159540294,0.119010238,100.4003494,0.038300341,-24.39602619
Chaman Lal Setia Exports Ltd.,FMCG,99.45,75.68257418,0.2517,0.032524715,0.266934802,0.270609121,0.066591178,67.16863014,0.038477466,43.75542064
Rane Brake Lining Ltd.,Auto & Auto Anc.,995.3,115.8837777,0.3341,0.611824989,0.137459395,0.145440638,0.058932302,35.93341607,0.038615787,188.4927536
Automobile Corporation of Goa Ltd.,Auto & Auto Anc.,660.4,62.38362694,0.465,0.012035837,0.088350771,0.136237659,0.042659553,63.31877074,0.038632378,19.96366939
Deccan Cements Ltd.,Const. Materials,976,100.5539815,0.4381,0.127970578,0.083147046,0.105900211,0.090985684,50.20148307,0.039085104,32.58167493
Jocil Ltd.,Chemicals,180.5,23.58113696,0.4498,0.008166616,0.089234591,0.13254314,0.055304523,140.1637121,0.039180452,-19.14893617
Talbros Automotive Components Ltd.,Auto & Auto Anc.,136.3,24.75300509,0.4599,0.04427075,0.124657414,0.146616925,0.057555244,157.7264679,0.039342206,6.525986714
Tube Investments Of India Ltd.,Auto Anc,575.05,1585.556627,0.512,0.43536042,0.15972244,0.127731244,0.292801488,61.16186477,0.039354229,31.62050813
Thermax Ltd.,Cap. Goods,805.35,1411.628724,0.3802,0.213621904,0.102635547,0.150699625,0.063139419,38.22194822,0.039801539,-7.292506044
Lambodhara Textiles Ltd.,Textile ,75.25,9.696379339,0.3153,0.041715725,0.194750538,0.141814274,0.093814187,137.4758509,0.039834421,-64.51308654
Gloster Ltd.,Textile ,543.45,83.67498757,0.3352,0.014743164,0.034575969,0.056887361,0.060676087,39.35123381,0.03993666,95.13464991
Saregama India Ltd.,Media & Ent.,228.45,58.48338866,0.4086,0.06746475,0.045033403,0.087263817,0.02447075,31.89502255,0.040260994,-34.68191565
Nelcast Ltd.,Auto & Auto Anc.,51.3,65.6540371,0.2558,0.027013428,0.079991979,0.106368191,0.059655726,82.99360162,0.040265266,-28.79944483
Nectar Lifesciences Ltd.,Healthcare,36.2,119.4211007,0.5565,0.20329058,0.070238354,0.114683729,0.115805632,137.6341359,0.040276411,-34.89208633
V-Guard Industries Ltd.,Cons. Durable,164.65,731.9243685,0.3433,0.910295055,0.203169,0.279863376,0.067342005,23.8538403,0.040505849,77.29083665
Lloyd Electric & Engineering Ltd.,Cons. Durable,262.45,155.7105195,0.488,0.918973511,0.126561068,0.140998101,0.088504007,139.5326409,0.040673457,-10.67052417
Omaxe Ltd.,Realty,159.75,429.8081692,0.25,1.546081953,0.026487011,0.077257677,0.153415066,33.29590042,0.040766272,17.8531907
KSE Ltd.,FMCG,672,31.63283162,0.7303,0.006680037,0.610009336,0.7209924,0.060074769,284.4198429,0.040813582,6.455445545
Mahindra & Mahindra Ltd.,Auto,1220.45,11150.51723,0.7459,18.23134997,0.120649493,0.11927063,0.092687014,64.52489021,0.041220544,-0.464869714
Sharda Motor Industries  Ltd.,Auto & Auto Anc.,1053,92.10769298,0.2505,0.124092221,0.188581994,0.132420339,0.045769323,94.94778033,0.041313048,6.460418562
Sundram Fasteners Ltd.,Auto Anc,304.1,939.9828458,0.5047,1.023569714,0.155996157,0.16608176,0.082375002,33.57655211,0.041522262,85.82340361
TPL Plastech Ltd.,Plastic Products,474.7,54.46899422,0.25,0.106682354,0.185339155,0.186049169,0.084302561,33.6262814,0.041548606,92.69332251
VIP Industries Ltd.,Cons. Durable,122,253.6144597,0.475,0.605690243,0.14700474,0.200756392,0.058614667,41.31034174,0.041586729,21.75648703
Uflex Ltd.,Plastic Products,279.35,296.7384216,0.5598,0.859995851,0.088361431,0.090514686,0.073170809,208.2756546,0.041680562,50.59299191
MBL Infrastructures Ltd.,Infra.,40.05,24.42273565,0.5113,0.382358377,0.145369884,0.146381364,0.113649429,803.2634133,0.041681343,-81.68305511
Vishal Fabrics Ltd.,Textiles,433.5,84.00896075,0.2637,1.476287313,0.164922781,0.141789851,0.067578298,26.61936099,0.041766073,158.0357143
Allcargo Logistics Ltd.,Logistics,171.45,635.8013655,0.3008,0.351220799,0.127049834,0.136025184,0.057680145,88.53079445,0.041767339,-10.95819268
Chembond Chemicals Ltd.,Chemicals,209.25,41.39532399,0.3041,0.010717942,0.138203161,0.17880738,0.073028044,72.52715308,0.041834802,-11.03316327
Gabriel India Ltd.,Auto & Auto Anc.,107.8,227.7848854,0.4537,0.656480224,0.198294809,0.259841766,0.059079093,63.39744612,0.041922363,11.82572614
Kothari Petrochemicals Ltd.,Crude Oil,25.1,21.72763411,0.2903,0.00712645,0.185202698,0.224254008,0.058298035,128.9838086,0.041926657,-9.222423146
Salzer Electronics Ltd.,Cap. Goods,191.85,39.35686565,0.7373,0.224715915,0.116978039,0.151281338,0.099932747,71.9829361,0.04225169,-19.77838177
Munjal Auto Industries  Ltd.,Auto & Auto Anc.,93.6,68.84377418,0.2519,0.091646423,0.192382985,0.20784147,0.060745499,129.024664,0.042589146,3.026967529
Albert David Ltd.,Healthcare,355.2,29.82029777,0.391,0.022012986,0.149701906,0.178348489,0.066708704,107.90573,0.042607002,-10.8209892
JL Morison (India) Ltd.,Trading,1165,23.39312344,0.2691,0.001165078,0.050493706,0.083883882,0.020293035,39.01775265,0.042618596,-2.100840336
Hi-Tech Gears Ltd.,Auto & Auto Anc.,314.65,86.86894077,0.447,0.060154928,0.103219841,0.135100201,0.063244977,49.7218429,0.042761719,-0.301013942
Force Motors Ltd.,Auto,4323.5,828.8869674,0.3988,3.559252954,0.079664827,0.092101481,0.027953906,28.52129165,0.042904409,39.49024036
HSIL Ltd.,Home Building,282.5,300.4373347,0.5289,0.335388818,0.072595643,0.098847339,0.104758559,65.92472277,0.043092463,-4.850117885
Voltamp Transformers Ltd.,Cap. Goods,912.85,135.8548475,0.5252,0.258743491,0.051481632,0.077854802,0.024239787,38.04704445,0.043104154,4.696639523
Vimta Labs Ltd.,Healthcare,106.3,34.56987321,0.6259,0.174439811,0.041694488,0.055918329,0.054193346,33.70574442,0.043425898,4.935834156
KCP Ltd.,Const. Materials,89.8,170.3018409,0.5266,0.28039858,0.099854886,0.125752031,0.101226507,69.73934402,0.043589407,10.18404908
DFM Foods Ltd.,FMCG,1833.15,269.7053759,0.6166,0.048400838,0.302180685,0.292725299,0.085773552,10.72466572,0.043595506,73.84068279
Sukhjit Starch & Chemicals Ltd.,Chemicals,283.1,30.73296468,0.3922,0.020103489,0.124866129,0.151672592,0.093608748,173.473339,0.043628724,4.774241303
Ess Dee Aluminium Ltd.,Metals & Mining,55.4,26.1172212,0.4203,0.044475772,0.041846309,0.100428307,0.153881716,327.7236094,0.043707203,-78.36782507
Stylam Industries Ltd.,Const. Materials,448.05,48.22040671,0.4117,0.077553164,0.238634557,0.161210229,0.085074248,44.34004275,0.043917602,124.3615423
Munjal Showa Ltd.,Auto & Auto Anc.,193.45,113.8133651,0.3499,0.08382463,0.189058834,0.269753815,0.059711217,144.3562217,0.044121405,-5.078508342
Time Technoplast Ltd.,Plastic Products,89.95,278.0242805,0.4149,0.532033644,0.111443604,0.134821107,0.101408607,89.0616669,0.044242416,51.94256757
HEG Ltd.,Cap. Goods,163.1,95.87137248,0.412,0.035357691,0.054857272,0.065519083,0.097302153,129.3937041,0.044529886,-4.675628288
Kridhan Infra Ltd.,Steel,62.8,68.44605288,0.3554,1.476287313,0.202366849,0.15952662,0.060674833,95.21922375,0.044619157,-48.33401892
Rajoo Engineers Ltd.,Plastic Products,17.35,14.81073055,0.3354,0.011351648,0.161519181,0.231054141,0.065859181,78.95177048,0.044640818,-21.67042889
Sudarshan Chemical Industries  Ltd.,Chemicals,344,350.3114668,0.4711,1.381795355,0.204614016,0.140883047,0.072650377,34.77346489,0.044813697,214.2987666
Linc Pen & Plastics Ltd.,Media & Ent.,233.3,50.74381138,0.3958,0.025993839,0.171137386,0.180499559,0.060969008,62.72739302,0.044831539,-2.036531598
Superhouse Ltd.,FMCG,162,26.27316728,0.4512,0.016684348,0.157104629,0.165889009,0.083927754,304.5324432,0.044931705,-25.44868845
Birla Corporation Ltd.,Cement,700.5,793.5016609,0.371,0.551699289,0.056019657,0.076985513,0.045627199,40.45224551,0.044992162,57.48651079
Havells India Ltd.,Cons. Durable,360.8,3316.38407,0.3839,6.467295777,0.221888014,0.255123696,0.067970682,25.83967906,0.045108018,18.91891892
Steel Authority Of India Ltd.,Metals & Mining,52,3159.234822,0.25,4.190087503,0.047471228,0.055510627,0.065131512,145.4527839,0.04519003,4
Rashtriya Chemicals & Fertilizers Ltd.,Agri Inputs,54.55,442.6976111,0.2,0.7454717,0.134138399,0.14352596,0.074016032,174.2652277,0.045253983,11.44024515
Minda Corporation Ltd.,Auto & Auto Anc.,89.1,274.3404933,0.3477,0.156187421,0.208540013,0.157565599,0.063577987,71.83180063,0.04528992,-5.111821086
VA Tech Wabag Ltd.,E&C,479.75,385.0541412,0.7106,0.454943521,0.126621329,0.198917967,0.081535018,63.24175588,0.045340123,-28.65640568
Indraprastha Medical Corporation Ltd.,Healthcare,53.75,72.48342747,0.49,0.122634553,0.170262493,0.23289943,0.079452021,98.42126214,0.04557108,-19.29429429
Zicom Electronic Security Systems Ltd.,Electricals,45.35,13.47546631,0.7902,0.05405604,0.159493405,0.133575331,0.098525029,822.3219216,0.045798407,-64.99421073
RPP Infra Projects Ltd.,Realty,228.05,75.81734226,0.2758,0.356537019,0.074817406,0.120797315,0.104008423,35.0764076,0.045837407,110.1843318
Kirloskar Industries Ltd.,Auto & Auto Anc.,846.05,120.829313,0.2736,0.008866972,0.084818975,0.131560058,0.064972328,113.2575007,0.045941395,28.29630753
Hikal Ltd.,Healthcare,220.55,266.686075,0.3123,0.167259728,0.077922078,0.112477819,0.135598703,32.69207063,0.04634961,29.81165391
Larsen & Toubro Ltd.,E&C,1390.95,19083.65613,1,30.46220997,0.108951996,0.109529976,0.142500732,48.21119149,0.046551378,12.45906941
Balmer Lawrie & Company Ltd.,Conglomerate,228.8,383.6979311,1,0.442793432,0.150339865,0.200961623,0.052641998,84.91711411,0.046709093,44.99366286
Grasim Industries Ltd.,Cement,855.25,5872.729838,0.6872,9.101546855,0.068592522,0.105563467,0.109026789,55.93197866,0.046728289,17.08054978
Info Edge (India) Ltd.,IT,874.45,1557.958556,0.5691,0.593657497,0.032887644,0.052010031,-0.034552554,4.70598526,0.046810234,7.770520089
Nandan Denim Ltd.,Textile ,117.85,83.29775063,0.4173,0.548839528,0.216370058,0.143385052,0.088624972,131.6402126,0.046902358,-24.0412504
Arvind Ltd.,Textiles,360.9,1371.606052,0.5622,8.27927114,0.13934417,0.15594525,0.103789133,57.24238376,0.047092238,0.697544643
Kopran Ltd.,Healthcare,54.3,34.54863529,0.5504,0.275516636,0.144174739,0.107883971,0.066902364,94.28068926,0.047156066,-28.41133817
Himatsingka Seide Ltd.,Textile ,297.45,430.8043616,0.4278,0.6070584,0.11858737,0.107141382,0.081342374,45.04530996,0.047357181,28.23884458
Carborundum Universal Ltd.,Industrials,253.55,703.4227195,0.5619,0.597766896,0.088695857,0.115523621,0.079228025,29.14564661,0.047474089,35.22666667
Birla Ericsson Optical Ltd.,Electricals,39.35,17.36540073,0.3365,0.010487677,0.15203294,0.185484333,0.087321355,151.9668357,0.047480736,-28.71376812
Bharat Heavy Electricals Ltd.,Cap. Goods,126.4,4550.994774,0.3694,12.2850323,0.043183985,0.06164476,-0.021129523,67.15865765,0.047598684,-23.69453667
Trigyn Technologies Ltd.,IT,107.85,47.18157568,0.5235,0.260489276,0.09994721,0.159966674,0.072392406,104.4673407,0.047616789,7.313432836
JBM Auto Ltd.,Auto & Auto Anc.,242.95,145.7963106,0.3803,0.434256449,0.268585579,0.20978976,0.097097,106.7892729,0.048119777,27.03267974
Gallantt Metal Ltd.,Iron & Steel,41.3,49.40588319,0.3631,0.022248502,0.131440793,0.129679758,0.064798102,146.0688795,0.04818017,15.52447552
Rainbow Papers Ltd.,Paper,3.5,5.468674921,0.8122,0.013375243,0.071963687,0.066767964,0.089932356,2081.731345,0.048215474,-91.12801014
JK Tyre & Industries Ltd.,Auto Anc,116.4,388.3655107,0.4766,3.02647737,0.287094747,0.1945901,0.104688564,190.1227013,0.048566371,1.393728223
Agro Tech Foods Ltd.,FMCG,454.05,162.7664574,0.4823,0.037385641,0.123865696,0.14480084,0.060686391,46.6768161,0.048608607,-17.52792662
Gallantt Ispat Ltd.,Iron & Steel,489.3,203.2349124,0.3741,0.166668972,0.102769567,0.107246529,0.066546297,27.72051777,0.048652973,14.44275523
PNC Infratech Ltd,Infra.,104.65,394.9223561,0.4393,0.149317283,0.11477674,0.107796253,0.117970728,47.12030533,0.048750966,-2.93108246
Pennar Engineered Building Systems Ltd.,Infra.,145.2,73.20854415,0.3742,0.00723503,0.187132911,0.277248459,0.090641587,61.50784792,0.048857403,-9.334998439
Kirloskar Oil Engines Ltd.,Cap. Goods,333.95,710.4118048,0.407,0.090129503,0.09420126,0.157651217,0.058513587,35.29093947,0.049008619,35.83485865
Repro India Ltd.,Media & Ent.,410.2,65.7946708,0.3829,0.029128505,0.096957776,0.083814804,0.067680554,60.13388896,0.049033367,-13.00106045
Tinplate Company Of India Ltd.,Iron & Steel,79.45,122.3277951,0.2504,0.385214239,0.079333872,0.125347138,0.056776221,74.48479712,0.049135379,9.209621993
Mandhana Industries Ltd.,Textile ,33.75,16.44501386,0.2735,0.176470454,0.148116984,0.16187331,0.139523406,1024.613001,0.049246948,-72.48267428
Hitachi Home & Life Solutions (India) Ltd.,Cons. Durable,1378.6,551.4173409,0.2575,0.178089701,0.281168239,0.267365511,0.064804096,28.52359335,0.049420145,4.241965974
TVS Srichakra Ltd.,Auto & Auto Anc.,3245.25,365.5345732,0.5464,0.363006943,0.434465089,0.298393141,0.081367193,59.54101635,0.049475517,16.55742121
Geometric Ltd.,IT,250.75,244.0223927,0.6242,0.364789954,0.148004316,0.211200816,0.090271507,45.29508148,0.049760182,39.96650851
Shilpi Cable Technologies Ltd.,Electricals,220.05,332.2187555,0.5881,0.964040804,0.373258553,0.336218647,0.078512743,96.71141219,0.0497956,252.6442308
Maithan Alloys Ltd.,Metals & Mining,327,140.0334908,0.2813,0.176981536,0.184045774,0.170542075,0.07875138,79.01735461,0.049850539,222.3262691
Merck Ltd.,Healthcare,983.5,240.1513885,0.482,0.253004913,0.080309654,0.121262751,0.053291681,36.12263104,0.04986801,28.66300366
Aditya Birla Nuvo Ltd.,Conglomerate,1271.25,2435.26637,0.416,7.013344624,0.110042921,0.114614603,0.149771402,108.8834073,0.049926064,20.19003498
Radico Khaitan Ltd.,Cons. Disc.,121.3,237.3874964,0.5954,0.766955816,0.092377359,0.105587962,0.085887879,62.69887094,0.049973367,8.643081057
Huhtamaki PPL Ltd.,FMCG,243.35,260.2890229,0.3123,0.069144028,0.12793658,0.156154317,0.061975276,47.07589227,0.050027184,0
OCL India Ltd.,Cement,755.9,632.6989434,0.2511,0.181255508,0.095927143,0.104198866,0.090864514,36.0878981,0.050151591,46.87651802
Saint-Gobain Sekurit India Ltd.,Const. Materials,46.55,62.38555711,0.25,0.054286332,0.086899612,0.098388875,0.054776276,21.29690232,0.050277765,0.539956803
Datamatics Global Services Ltd.,IT,138.95,120.4914636,0.273,0.234139989,0.095244399,0.126297855,0.078130966,68.71812842,0.050278094,88.27913279
Kennametal India Ltd.,Cap. Goods,572.8,185.1888008,0.25,0.012845092,0.083881271,0.114930291,0.060324419,30.79289879,0.051117931,-22.69905533
AYM Syntex Ltd.,Textile ,74.3,42.88761154,0.299,1.476287313,0.32922858,0.199980953,0.076142736,194.6628105,0.051134181,-47.17383576
Poddar Pigments Ltd.,Chemicals,211.05,32.93969387,0.3915,0.022902204,0.184841208,0.234394251,0.063098634,96.63356352,0.05123968,19.50736127
GAIL (India) Ltd.,Oil & Gas,442.55,8257.791465,0.4389,11.64244295,0.093721354,0.095859592,0.068432274,73.51113219,0.051319222,18.74161524
Arcotech Ltd.,Metals & Mining,542.15,167.4779264,0.2502,0.932050712,0.22333136,0.2527227,0.135820314,39.15719683,0.051479375,58.19959148
Camphor & Allied Products Ltd.,Chemicals,733.3,55.37691907,0.4234,0.017723881,0.146288109,0.140811904,0.094405862,64.11649582,0.051512798,18.46526656
Fiem Industries Ltd.,Auto & Auto Anc.,1157.95,224.1604059,0.3004,0.37632133,0.200737117,0.220874596,0.087249382,36.82484887,0.051570789,50.88279367
Siyaram Silk Mills Ltd.,Textile ,1370.6,188.9971417,0.3293,0.080049872,0.193742062,0.209401588,0.088251103,79.91117677,0.051605696,16.8058633
Vedanta Ltd.,Metals & Mining,230.6,10056.75905,0.3713,35.42028318,0.060017529,0.097345986,0.201946696,73.2934931,0.051657249,159.3925759
V-Mart Retail Ltd.,Retail,480.15,127.6173303,0.4454,0.028986459,0.199042696,0.273498994,0.082563889,56.45802358,0.051811082,-15.14535654
Vivimed Labs Ltd.,Healthcare,97,115.6050951,0.6321,0.478977675,0.128706911,0.107004213,0.112828138,119.3804649,0.0522064,4.559663684
Pradeep Metals Ltd.,Auto & Auto Anc.,61.35,15.58567884,0.2997,0.001037399,0.205939462,0.163441578,0.097707877,90.2187203,0.052271499,-9.111111111
